Reviewer id,Submission number,Bid
0,6,yes
0,13,yes
0,22,yes
0,24,yes
0,27,yes
0,9,maybe
0,16,maybe
0,17,maybe
0,18,maybe
0,32,maybe
0,36,maybe
0,42,maybe
0,43,maybe
0,47,maybe
0,51,maybe
0,0,no
0,1,no
0,2,no
0,4,no
0,5,no
0,7,no
0,8,no
0,10,no
0,11,no
0,12,no
0,14,no
0,15,no
0,19,no
0,20,no
0,21,no
0,23,no
0,25,no
0,26,no
0,28,no
0,29,no
0,30,no
0,31,no
0,33,no
0,34,no
0,35,no
0,37,no
0,38,no
0,39,no
0,40,no
0,41,no
0,44,no
0,45,no
0,46,no
0,48,no
0,49,no
0,52,no
0,53,no
17,1,yes
17,3,yes
17,9,yes
17,10,yes
17,29,yes
17,33,yes
17,44,yes
17,0,no
17,2,no
17,4,no
17,5,no
17,6,no
17,7,no
17,8,no
17,11,no
17,12,no
17,13,no
17,14,no
17,15,no
17,16,no
17,17,no
17,18,no
17,19,no
17,20,no
17,22,no
17,23,no
17,24,no
17,25,no
17,27,no
17,28,no
17,30,no
17,31,no
17,32,no
17,34,no
17,35,no
17,36,no
17,37,no
17,38,no
17,39,no
17,40,no
17,41,no
17,42,no
17,43,no
17,46,no
17,47,no
17,49,no
17,50,no
17,51,no
17,52,no
24,15,yes
24,20,yes
24,22,yes
24,0,maybe
24,6,maybe
24,16,maybe
24,19,maybe
24,27,maybe
24,46,maybe
24,1,no
24,2,no
24,3,no
24,4,no
24,5,no
24,7,no
24,8,no
24,9,no
24,10,no
24,11,no
24,12,no
24,14,no
24,17,no
24,18,no
24,21,no
24,23,no
24,24,no
24,25,no
24,26,no
24,28,no
24,29,no
24,30,no
24,31,no
24,32,no
24,33,no
24,34,no
24,35,no
24,36,no
24,37,no
24,38,no
24,39,no
24,40,no
24,42,no
24,44,no
24,45,no
24,47,no
24,48,no
24,50,no
24,52,no
24,53,no
23,1,yes
23,6,yes
23,14,yes
23,17,yes
23,25,yes
23,30,yes
23,37,yes
23,3,maybe
23,16,maybe
23,31,maybe
23,0,no
23,2,no
23,4,no
23,5,no
23,7,no
23,8,no
23,9,no
23,10,no
23,11,no
23,12,no
23,13,no
23,15,no
23,19,no
23,20,no
23,21,no
23,22,no
23,23,no
23,24,no
23,26,no
23,27,no
23,28,no
23,29,no
23,32,no
23,33,no
23,34,no
23,35,no
23,36,no
23,38,no
23,39,no
23,41,no
23,42,no
23,43,no
23,44,no
23,45,no
23,46,no
23,47,no
23,48,no
23,49,no
23,50,no
23,51,no
23,52,no
23,53,no
6,23,yes
6,36,yes
6,47,yes
6,50,yes
6,6,maybe
6,12,maybe
6,40,maybe
6,49,maybe
6,0,no
6,1,no
6,2,no
6,3,no
6,4,no
6,5,no
6,7,no
6,8,no
6,9,no
6,10,no
6,11,no
6,13,no
6,14,no
6,15,no
6,16,no
6,17,no
6,18,no
6,19,no
6,20,no
6,21,no
6,22,no
6,24,no
6,25,no
6,26,no
6,27,no
6,28,no
6,29,no
6,30,no
6,31,no
6,32,no
6,33,no
6,34,no
6,35,no
6,37,no
6,38,no
6,39,no
6,41,no
6,42,no
6,43,no
6,44,no
6,45,no
6,46,no
6,48,no
6,51,no
6,52,no
6,53,no
11,6,yes
11,14,yes
11,27,yes
11,41,yes
11,42,yes
11,0,maybe
11,3,maybe
11,9,maybe
11,13,maybe
11,1,no
11,2,no
11,4,no
11,5,no
11,7,no
11,8,no
11,10,no
11,11,no
11,12,no
11,15,no
11,16,no
11,17,no
11,18,no
11,19,no
11,20,no
11,21,no
11,22,no
11,23,no
11,24,no
11,25,no
11,26,no
11,28,no
11,29,no
11,30,no
11,31,no
11,32,no
11,33,no
11,34,no
11,35,no
11,36,no
11,37,no
11,38,no
11,39,no
11,40,no
11,43,no
11,44,no
11,45,no
11,46,no
11,47,no
11,48,no
11,49,no
11,50,no
11,51,no
11,52,no
11,53,no
21,0,yes
21,3,yes
21,9,yes
21,22,yes
21,28,yes
21,34,yes
21,40,yes
21,6,maybe
21,7,maybe
21,13,maybe
21,16,maybe
21,18,maybe
21,27,maybe
21,1,no
21,2,no
21,4,no
21,5,no
21,8,no
21,10,no
21,11,no
21,12,no
21,14,no
21,15,no
21,17,no
21,19,no
21,20,no
21,21,no
21,23,no
21,24,no
21,25,no
21,26,no
21,29,no
21,30,no
21,31,no
21,32,no
21,33,no
21,35,no
21,36,no
21,37,no
21,38,no
21,39,no
21,41,no
21,43,no
21,44,no
21,45,no
21,46,no
21,47,no
21,48,no
21,49,no
21,50,no
21,51,no
21,52,no
21,53,no
22,3,yes
22,16,yes
22,7,maybe
22,8,maybe
22,12,maybe
22,17,maybe
22,0,no
22,1,no
22,2,no
22,4,no
22,5,no
22,6,no
22,9,no
22,10,no
22,11,no
22,13,no
22,14,no
22,15,no
22,18,no
22,19,no
22,20,no
22,21,no
22,22,no
22,23,no
22,24,no
22,25,no
22,26,no
22,27,no
22,28,no
22,29,no
22,30,no
22,31,no
22,32,no
22,33,no
22,34,no
22,35,no
22,36,no
22,37,no
22,38,no
22,39,no
22,40,no
22,41,no
22,42,no
22,43,no
22,44,no
22,45,no
22,46,no
22,47,no
22,48,no
22,49,no
22,50,no
22,51,no
22,52,no
22,53,no
18,5,yes
18,12,yes
18,22,yes
18,50,yes
18,14,maybe
18,17,maybe
18,18,maybe
18,36,maybe
18,0,no
18,1,no
18,2,no
18,3,no
18,4,no
18,6,no
18,7,no
18,8,no
18,9,no
18,10,no
18,11,no
18,13,no
18,15,no
18,16,no
18,19,no
18,20,no
18,21,no
18,23,no
18,24,no
18,25,no
18,26,no
18,27,no
18,28,no
18,29,no
18,30,no
18,31,no
18,32,no
18,33,no
18,34,no
18,35,no
18,37,no
18,38,no
18,39,no
18,40,no
18,41,no
18,42,no
18,43,no
18,44,no
18,45,no
18,46,no
18,47,no
18,48,no
18,49,no
18,51,no
18,52,no
18,53,no
5,6,yes
5,13,yes
5,42,yes
5,17,maybe
5,24,maybe
5,25,maybe
5,27,maybe
5,30,maybe
5,36,maybe
5,40,maybe
5,47,maybe
5,0,no
5,1,no
5,2,no
5,3,no
5,4,no
5,5,no
5,7,no
5,8,no
5,9,no
5,10,no
5,11,no
5,12,no
5,14,no
5,15,no
5,16,no
5,18,no
5,19,no
5,20,no
5,21,no
5,22,no
5,23,no
5,26,no
5,28,no
5,29,no
5,31,no
5,32,no
5,33,no
5,34,no
5,35,no
5,37,no
5,38,no
5,39,no
5,41,no
5,43,no
5,44,no
5,45,no
5,46,no
5,48,no
5,49,no
5,50,no
5,51,no
5,52,no
5,53,no
27,1,yes
27,9,yes
27,14,yes
27,37,yes
27,42,yes
27,50,yes
27,6,maybe
27,24,maybe
27,39,maybe
27,43,maybe
27,0,no
27,2,no
27,3,no
27,4,no
27,5,no
27,7,no
27,8,no
27,10,no
27,11,no
27,12,no
27,13,no
27,15,no
27,16,no
27,17,no
27,18,no
27,19,no
27,20,no
27,21,no
27,22,no
27,23,no
27,25,no
27,26,no
27,27,no
27,28,no
27,29,no
27,30,no
27,31,no
27,32,no
27,33,no
27,34,no
27,35,no
27,36,no
27,38,no
27,40,no
27,41,no
27,44,no
27,45,no
27,46,no
27,47,no
27,48,no
27,49,no
27,51,no
27,52,no
27,53,no
26,0,yes
26,3,yes
26,4,yes
26,11,yes
26,20,yes
26,21,yes
26,43,yes
26,47,yes
26,49,yes
26,51,yes
26,1,maybe
26,29,maybe
