Reviewer id,Submission number,Bid
177,142,yes
177,89,yes
177,514,yes
177,345,maybe
177,428,maybe
177,81,maybe
177,27,maybe
177,127,no
177,214,no
177,538,no
177,10,no
177,401,no
177,261,no
177,31,no
177,199,no
177,341,no
177,583,no
177,8,no
177,175,no
177,177,no
177,497,no
177,288,no
177,21,no
177,379,no
177,22,no
177,414,no
177,518,no
177,30,no
177,99,no
177,415,no
177,202,no
177,237,no
177,57,no
177,358,no
177,217,no
177,444,no
177,582,no
177,248,no
177,454,no
177,599,no
177,245,no
177,363,no
177,602,no
177,236,no
177,129,no
177,147,no
177,32,no
177,102,no
177,134,no
177,144,no
177,138,no
177,572,no
177,471,no
177,168,no
177,517,no
177,43,no
177,395,no
177,187,no
177,274,no
177,112,no
177,324,no
177,365,no
177,594,no
177,603,no
177,132,no
177,230,no
177,569,no
177,287,no
177,14,no
177,23,no
177,149,no
177,430,no
177,385,no
177,432,no
177,82,no
177,598,no
177,286,no
177,228,no
177,508,no
177,216,no
177,37,no
177,411,no
177,474,no
177,191,no
177,61,no
177,485,no
177,196,no
177,276,no
177,38,no
177,325,no
177,427,no
177,609,no
177,445,no
177,568,no
177,441,no
177,101,no
177,5,no
177,165,no
177,207,no
177,550,no
177,251,no
177,0,no
177,74,no
177,301,no
177,483,no
177,522,no
177,384,no
177,530,no
177,346,no
177,164,no
177,492,no
177,601,no
177,567,no
177,90,no
177,64,no
177,532,no
177,41,no
177,184,no
177,349,no
177,85,no
177,402,no
177,337,no
177,467,no
177,372,no
177,114,no
177,463,no
177,33,no
177,77,no
177,375,no
177,174,no
177,561,no
177,312,no
177,260,no
177,505,no
177,131,no
177,451,no
177,334,no
177,473,no
177,169,no
177,105,no
177,488,no
177,537,no
177,374,no
177,438,no
177,153,no
177,182,no
177,455,no
177,606,no
177,322,no
177,136,no
177,504,no
177,356,no
177,431,no
177,549,no
177,160,no
177,389,no
177,592,no
177,223,no
177,605,no
177,66,no
177,392,no
177,16,no
177,391,no
177,109,no
177,316,no
177,336,no
177,176,no
177,340,no
177,240,no
177,562,no
177,369,no
177,116,no
177,533,no
177,305,no
177,421,no
177,262,no
177,472,no
177,180,no
177,459,no
177,383,no
177,203,no
177,543,no
177,314,no
177,294,no
177,108,no
177,86,no
177,73,no
177,284,no
177,1,no
177,292,no
177,503,no
177,6,no
177,456,no
177,452,no
177,417,no
177,290,no
177,320,no
177,278,no
177,439,no
177,535,no
177,215,no
177,581,no
177,50,no
177,59,no
177,397,no
177,106,no
177,489,no
177,252,no
177,156,no
177,611,no
177,150,no
177,268,no
177,323,no
177,204,no
177,26,no
177,326,no
177,565,no
177,137,no
177,67,no
177,367,no
177,210,no
177,604,no
177,608,no
177,404,no
177,555,no
177,296,no
177,198,no
177,529,no
177,360,no
177,304,no
177,410,no
177,512,no
177,110,no
177,393,no
177,211,no
177,406,no
177,408,no
177,516,no
177,283,no
177,494,no
177,519,no
177,53,no
177,29,no
177,536,no
177,126,no
177,63,no
177,269,no
177,319,no
177,335,no
177,299,no
177,344,no
177,200,no
177,255,no
177,76,no
177,226,no
177,513,no
177,403,no
177,194,no
177,342,no
177,224,no
177,460,no
177,595,no
177,426,no
177,496,no
177,437,no
177,209,no
177,139,no
177,281,no
177,103,no
177,79,no
177,552,no
177,541,no
177,92,no
177,186,no
177,201,no
177,577,no
177,540,no
177,192,no
177,498,no
177,380,no
177,285,no
177,55,no
177,40,no
177,457,no
177,15,no
177,559,no
177,300,no
177,123,no
177,443,no
177,220,no
177,547,no
177,146,no
177,70,no
177,306,no
177,593,no
177,46,no
177,407,no
177,524,no
177,229,no
177,495,no
177,575,no
177,525,no
177,263,no
177,433,no
177,554,no
177,607,no
177,120,no
177,25,no
177,265,no
177,212,no
177,84,no
177,44,no
177,128,no
177,119,no
177,511,no
177,60,no
177,69,no
177,163,no
177,125,no
177,366,no
177,206,no
177,225,no
177,39,no
177,83,no
177,121,no
177,435,no
177,238,no
177,419,no
177,244,no
177,157,no
177,87,no
177,448,no
177,357,no
177,140,no
177,189,no
177,275,no
177,501,no
177,475,no
177,307,no
177,49,no
177,297,no
177,400,no
177,267,no
177,434,no
177,436,no
177,509,no
